CustomerID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
52637,38.0,1.0,142.13,1,1,2,2,5,3,Champions
52638,44.0,2.0,141.27,0,4,2,2,8,1,Loyal Customers
52639,44.0,1.0,124.38,0,4,2,1,7,1,Loyal Customers
52640,44.0,1.0,168.7,0,4,2,3,9,1,Loyal Customers
52641,41.0,13.0,204.47,0,2,5,4,11,2,Champions
52642,44.0,1.0,196.67,0,4,2,4,10,1,Loyal Customers
52643,42.0,1.0,121.48,1,2,2,1,5,1,Loyal Customers
52644,39.0,3.0,189.26,1,2,4,4,10,3,Champions
52645,43.0,1.0,165.13,0,3,2,3,8,1,Loyal Customers
52646,38.0,4.0,167.99,0,1,5,3,9,3,Champions
52647,32.0,14.0,262.91,0,1,5,5,11,2,Champions
52648,43.0,1.0,127.05,0,3,2,1,6,1,Loyal Customers
52649,36.0,14.0,203.33,0,1,5,4,10,2,Champions
52650,39.0,7.0,144.48,0,2,5,2,9,3,Champions
52651,39.0,1.0,168.54,0,2,2,3,7,3,Champions
52652,44.0,2.0,196.37,0,4,2,4,10,1,Loyal Customers
52653,44.0,1.0,135.91,0,4,2,1,7,1,Loyal Customers
52654,43.0,1.0,154.05,0,3,2,3,8,1,Loyal Customers
52655,44.0,1.0,146.84,0,4,2,2,8,1,Loyal Customers
52656,44.0,2.0,257.87,0,4,2,5,11,0,Champions
52657,46.0,1.0,115.14,0,5,2,1,8,1,Loyal Customers
52658,46.0,1.0,129.56,1,5,2,1,8,1,Loyal Customers
52659,46.0,2.0,123.35,1,5,2,1,8,1,Loyal Customers
52660,39.0,5.0,151.54,0,2,5,2,9,3,Champions
52661,46.0,1.0,169.62,0,5,2,3,10,1,Loyal Customers
52662,39.0,7.0,156.75,0,2,5,3,10,3,Champions
52663,44.0,1.0,123.79,0,4,2,1,7,1,Loyal Customers
52664,36.0,3.0,138.12,0,1,4,1,6,3,Champions
52665,46.0,1.0,146.48,0,5,2,2,9,1,Loyal Customers
52666,43.0,3.0,129.36,0,3,4,1,8,1,Loyal Customers
52667,46.0,2.0,121.05,0,5,2,1,8,1,Loyal Customers
52668,39.0,4.0,185.78,0,2,5,4,11,3,Champions
52669,44.0,2.0,127.06,0,4,2,1,7,1,Loyal Customers
52670,40.0,1.0,163.84,0,2,2,3,7,3,Champions
52671,46.0,1.0,139.68,0,5,2,1,8,1,Loyal Customers
52672,44.0,2.0,199.07,1,4,2,4,10,1,Loyal Customers
52673,38.0,2.0,232.25,0,1,2,5,8,0,Champions
52674,38.0,5.0,135.4,0,1,5,1,7,3,Champions
52675,46.0,1.0,128.04,0,5,2,1,8,1,Loyal Customers
52676,32.0,6.0,293.92,0,1,5,5,11,2,Champions
52677,37.0,12.0,296.65,0,1,5,5,11,2,Champions
52678,46.0,1.0,124.39,1,5,2,1,8,1,Loyal Customers
52679,39.0,1.0,173.14,1,2,2,4,8,3,Champions
52680,43.0,7.0,147.74,0,3,5,2,10,1,Loyal Customers
52681,44.0,2.0,139.02,0,4,2,1,7,1,Loyal Customers
52682,42.0,1.0,126.62,0,2,2,1,5,1,Loyal Customers
52683,46.0,1.0,128.56,0,5,2,1,8,1,Loyal Customers
52684,46.0,1.0,110.81,1,5,2,1,8,1,Loyal Customers
52685,46.0,1.0,124.72,1,5,2,1,8,1,Loyal Customers
52686,39.0,1.0,156.73,0,2,2,3,7,3,Champions
52687,44.0,1.0,141.97,0,4,2,2,8,1,Loyal Customers
52688,46.0,1.0,197.13,0,5,2,4,11,1,Loyal Customers
52689,44.0,1.0,120.62,0,4,2,1,7,1,Loyal Customers
52690,42.0,1.0,142.84,0,2,2,2,6,1,Loyal Customers
52691,44.0,1.0,147.88,0,4,2,2,8,1,Loyal Customers
52692,38.0,3.0,159.06,0,1,4,3,8,3,Champions
52693,38.0,1.0,138.86,0,1,2,1,4,3,Champions
52694,30.0,11.0,268.23,0,1,5,5,11,2,Champions
52695,46.0,1.0,129.33,0,5,2,1,8,1,Loyal Customers
52696,39.0,1.0,165.0,0,2,2,3,7,3,Champions
52697,39.0,4.0,271.74,0,2,5,5,12,0,Champions
52698,44.0,2.0,150.33,0,4,2,2,8,1,Loyal Customers
52699,46.0,3.0,123.07,1,5,4,1,10,1,Loyal Customers
52700,46.0,1.0,125.87,1,5,2,1,8,1,Loyal Customers
52701,43.0,1.0,155.07,0,3,2,3,8,1,Loyal Customers
52702,42.0,1.0,143.93,0,2,2,2,6,1,Loyal Customers
52703,39.0,2.0,233.48,0,2,2,5,9,0,Champions
52704,42.0,1.0,165.83,0,2,2,3,7,1,Loyal Customers
52705,45.0,1.0,181.03,0,5,2,4,11,1,Loyal Customers
52706,44.0,2.0,139.78,0,4,2,1,7,1,Loyal Customers
52707,39.0,7.0,125.44,0,2,5,1,8,3,Champions
52708,43.0,1.0,153.99,0,3,2,3,8,1,Loyal Customers
52709,37.0,1.0,154.87,0,1,2,3,6,3,Champions
52710,39.0,1.0,168.34,0,2,2,3,7,3,Champions
52711,46.0,1.0,110.91,1,5,2,1,8,1,Loyal Customers
52712,44.0,1.0,157.36,0,4,2,3,9,1,Loyal Customers
52713,44.0,1.0,122.26,0,4,2,1,7,1,Loyal Customers
52714,35.0,6.0,157.47,0,1,5,3,9,3,Champions
52715,44.0,2.0,198.54,1,4,2,4,10,1,Loyal Customers
52716,39.0,1.0,154.67,0,2,2,3,7,3,Champions
52717,46.0,1.0,153.8,0,5,2,3,10,1,Loyal Customers
52718,37.0,7.0,151.51,0,1,5,2,8,3,Champions
52719,39.0,1.0,121.33,0,2,2,1,5,3,Champions
52720,46.0,1.0,278.75,0,5,2,5,12,0,Champions
52721,43.0,1.0,124.32,1,3,2,1,6,1,Loyal Customers
52722,43.0,1.0,147.71,0,3,2,2,7,1,Loyal Customers
52723,43.0,4.0,291.61,0,3,5,5,13,0,Champions
52724,46.0,1.0,150.87,0,5,2,2,9,1,Loyal Customers
52725,46.0,1.0,128.63,1,5,2,1,8,1,Loyal Customers
52726,42.0,1.0,155.61,0,2,2,3,7,1,Loyal Customers
52727,42.0,1.0,121.44,0,2,2,1,5,1,Loyal Customers
52728,43.0,2.0,130.65,0,3,2,1,6,1,Loyal Customers
52729,44.0,1.0,128.1,0,4,2,1,7,1,Loyal Customers
52730,45.0,2.0,198.88,0,5,2,4,11,1,Loyal Customers
52731,45.0,1.0,186.28,0,5,2,4,11,1,Loyal Customers
52732,40.0,7.0,128.67,0,2,5,1,8,3,Champions
52733,44.0,1.0,153.73,0,4,2,3,9,1,Loyal Customers
52734,44.0,1.0,166.67,0,4,2,3,9,1,Loyal Customers
52735,39.0,8.0,150.03,0,2,5,2,9,2,Champions
52736,43.0,1.0,123.67,1,3,2,1,6,1,Loyal Customers
52737,46.0,1.0,128.58,0,5,2,1,8,1,Loyal Customers
52738,37.0,1.0,152.04,0,1,2,2,5,3,Champions
52739,39.0,1.0,141.05,0,2,2,2,6,3,Champions
52740,46.0,1.0,196.79,0,5,2,4,11,1,Loyal Customers
52741,38.0,1.0,156.17,1,1,2,3,6,3,Champions
52742,44.0,2.0,204.48,1,4,2,4,10,1,Loyal Customers
52743,43.0,2.0,128.97,0,3,2,1,6,1,Loyal Customers
52744,38.0,2.0,159.68,0,1,2,3,6,3,Champions
52745,37.0,1.0,175.1,0,1,2,4,7,3,Champions
52746,44.0,1.0,129.91,0,4,2,1,7,1,Loyal Customers
52747,42.0,1.0,296.36,0,2,2,5,9,0,Champions
52748,46.0,1.0,111.29,0,5,2,1,8,1,Loyal Customers
52749,36.0,2.0,233.41000000000005,0,1,2,5,8,3,Champions
52750,39.0,3.0,143.32,0,2,4,2,8,3,Champions
52751,43.0,4.0,210.31,0,3,5,5,13,0,Champions
52752,42.0,1.0,144.4,0,2,2,2,6,1,Loyal Customers
52753,44.0,1.0,146.17,0,4,2,2,8,1,Loyal Customers
52754,42.0,1.0,126.47,0,2,2,1,5,1,Loyal Customers
52755,42.0,9.0,163.23,0,2,5,3,10,2,Champions
52756,36.0,5.0,156.77,0,1,5,3,9,3,Champions
52757,44.0,1.0,121.87,0,4,2,1,7,1,Loyal Customers
52758,39.0,1.0,137.48,0,2,2,1,5,3,Champions
52759,44.0,1.0,139.77,0,4,2,1,7,1,Loyal Customers
52760,35.0,12.0,186.33,0,1,5,4,10,2,Champions
52761,46.0,1.0,120.08,0,5,2,1,8,1,Loyal Customers
52762,38.0,5.0,144.4,0,1,5,2,8,3,Champions
52763,44.0,1.0,130.67,0,4,2,1,7,1,Loyal Customers
52764,39.0,7.0,153.21,0,2,5,2,9,3,Champions
52765,44.0,1.0,154.1,0,4,2,3,9,1,Loyal Customers
52766,46.0,1.0,127.82,0,5,2,1,8,1,Loyal Customers
52767,43.0,5.0,219.57,0,3,5,5,13,0,Champions
52768,44.0,2.0,126.6,0,4,2,1,7,1,Loyal Customers
52769,44.0,1.0,133.75,0,4,2,1,7,1,Loyal Customers
52770,38.0,1.0,150.98,0,1,2,2,5,3,Champions
52771,45.0,8.0,148.78,0,5,5,2,12,1,Loyal Customers
52772,45.0,4.0,128.37,0,5,5,1,11,1,Loyal Customers
52773,46.0,1.0,124.06,0,5,2,1,8,1,Loyal Customers
52774,44.0,2.0,122.69,0,4,2,1,7,1,Loyal Customers
52775,39.0,1.0,141.08,0,2,2,2,6,3,Champions
52776,35.0,2.0,232.06,0,1,2,5,8,3,Champions
52777,39.0,5.0,204.22,0,2,5,4,11,3,Champions
52778,38.0,2.0,237.44,0,1,2,5,8,0,Champions
52779,42.0,1.0,149.07,0,2,2,2,6,1,Loyal Customers
52780,46.0,1.0,134.82,0,5,2,1,8,1,Loyal Customers
52781,44.0,1.0,124.36,0,4,2,1,7,1,Loyal Customers
52782,44.0,1.0,123.8,0,4,2,1,7,1,Loyal Customers
52783,43.0,1.0,294.31,0,3,2,5,10,0,Champions
52784,46.0,1.0,117.9,1,5,2,1,8,1,Loyal Customers
52785,42.0,3.0,176.44,0,2,4,4,10,1,Loyal Customers
52786,44.0,1.0,151.31,0,4,2,2,8,1,Loyal Customers
52787,37.0,1.0,163.06,0,1,2,3,6,3,Champions
52788,44.0,2.0,147.87,1,4,2,2,8,1,Loyal Customers
52789,32.0,4.0,288.8,0,1,5,5,11,0,Champions
52790,38.0,9.0,123.39,1,1,5,1,7,2,Champions
52791,36.0,2.0,235.7,0,1,2,5,8,3,Champions
52792,39.0,1.0,167.12,0,2,2,3,7,3,Champions
52793,35.0,11.0,154.06,0,1,5,3,9,2,Champions
52794,42.0,1.0,189.38,0,2,2,4,8,1,Loyal Customers
52795,44.0,1.0,124.39,0,4,2,1,7,1,Loyal Customers
52796,39.0,1.0,188.37,0,2,2,4,8,3,Champions
52797,37.0,1.0,153.43,0,1,2,2,5,3,Champions
52798,45.0,1.0,167.28,1,5,2,3,10,1,Loyal Customers
52799,46.0,1.0,166.52,0,5,2,3,10,1,Loyal Customers
52800,45.0,1.0,148.5,0,5,2,2,9,1,Loyal Customers
52801,44.0,2.0,128.09,0,4,2,1,7,1,Loyal Customers
52802,44.0,1.0,156.89,0,4,2,3,9,1,Loyal Customers
52803,44.0,1.0,120.01,0,4,2,1,7,1,Loyal Customers
52804,45.0,1.0,129.77,0,5,2,1,8,1,Loyal Customers
52805,43.0,1.0,140.25,0,3,2,1,6,1,Loyal Customers
52806,42.0,1.0,137.85,0,2,2,1,5,1,Loyal Customers
52807,46.0,2.0,208.54,1,5,2,4,11,1,Loyal Customers
52808,43.0,9.0,220.31,0,3,5,5,13,2,Champions
52809,39.0,1.0,199.36,0,2,2,4,8,3,Champions
52810,46.0,1.0,129.66,0,5,2,1,8,1,Loyal Customers
52811,43.0,1.0,125.71,0,3,2,1,6,1,Loyal Customers
52812,39.0,1.0,199.91,0,2,2,4,8,3,Champions
52813,43.0,1.0,161.42,0,3,2,3,8,1,Loyal Customers
52814,38.0,1.0,153.9,0,1,2,3,6,3,Champions
52815,44.0,1.0,144.04,0,4,2,2,8,1,Loyal Customers
52816,40.0,2.0,184.93,1,2,2,4,8,3,Champions
52817,45.0,2.0,145.9,1,5,2,2,9,1,Loyal Customers
52818,42.0,2.0,145.28,1,2,2,2,6,1,Loyal Customers
52819,42.0,2.0,159.07,1,2,2,3,7,1,Loyal Customers
52820,42.0,2.0,154.6,1,2,2,3,7,1,Loyal Customers
52821,38.0,7.0,164.19,1,1,5,3,9,3,Champions
52822,45.0,2.0,145.86,1,5,2,2,9,1,Loyal Customers
52823,45.0,3.0,147.93,1,5,4,2,11,1,Loyal Customers
52824,43.0,2.0,151.83,1,3,2,2,7,1,Loyal Customers
52825,44.0,2.0,147.93,1,4,2,2,8,1,Loyal Customers
52826,37.0,16.0,320.45,1,1,5,5,11,2,Champions
52827,45.0,2.0,178.81,1,5,2,4,11,1,Loyal Customers
52828,43.0,3.0,159.41,1,3,4,3,10,1,Loyal Customers
52829,45.0,2.0,158.88,1,5,2,3,10,1,Loyal Customers
52830,43.0,5.0,221.19,1,3,5,5,13,0,Champions
52831,43.0,2.0,145.73,1,3,2,2,7,1,Loyal Customers
52832,45.0,2.0,154.26,1,5,2,3,10,1,Loyal Customers
52833,42.0,2.0,182.44,1,2,2,4,8,1,Loyal Customers
52834,39.0,2.0,185.74,1,2,2,4,8,3,Champions
52835,42.0,5.0,174.63,1,2,5,4,11,1,Loyal Customers
52836,38.0,8.0,186.72,1,1,5,4,10,2,Champions
52837,43.0,16.0,228.12,1,3,5,5,13,2,Champions
52838,45.0,2.0,141.75,1,5,2,2,9,1,Loyal Customers
52839,43.0,3.0,170.59,1,3,4,3,10,1,Loyal Customers
52840,42.0,2.0,231.5,1,2,2,5,9,0,Champions
52841,41.0,2.0,167.0,1,2,2,3,7,1,Loyal Customers
52842,39.0,2.0,197.95,0,2,2,4,8,3,Champions
52843,40.0,5.0,148.06,0,2,5,2,9,3,Champions
52844,30.0,2.0,148.48,0,1,2,2,5,3,Champions
52845,43.0,4.0,214.98,0,3,5,5,13,0,Champions
52846,36.0,2.0,168.19,0,1,2,3,6,3,Champions
52847,45.0,2.0,186.32,0,5,2,4,11,1,Loyal Customers
52848,45.0,2.0,158.46,0,5,2,3,10,1,Loyal Customers
52849,34.0,2.0,233.55,0,1,2,5,8,3,Champions
52850,43.0,2.0,147.31,0,3,2,2,7,1,Loyal Customers
52851,43.0,3.0,148.23,0,3,4,2,9,1,Loyal Customers
52852,43.0,3.0,145.24,0,3,4,2,9,1,Loyal Customers
52853,43.0,2.0,152.13,0,3,2,2,7,1,Loyal Customers
52854,43.0,2.0,219.39,0,3,2,5,10,0,Champions
52855,44.0,2.0,150.66,0,4,2,2,8,1,Loyal Customers
52856,41.0,5.0,324.26,0,2,5,5,12,0,Champions
52857,37.0,2.0,149.51,0,1,2,2,5,3,Champions
52858,43.0,8.0,219.19,0,3,5,5,13,2,Champions
52859,43.0,2.0,211.86,0,3,2,5,10,0,Champions
52860,41.0,2.0,155.38,0,2,2,3,7,1,Loyal Customers
52861,44.0,2.0,155.58,0,4,2,3,9,1,Loyal Customers
52862,45.0,2.0,148.25,1,5,2,2,9,1,Loyal Customers
52863,43.0,8.0,145.88,0,3,5,2,10,2,Champions
52864,35.0,7.0,155.72,0,1,5,3,9,3,Champions
52865,42.0,2.0,175.06,0,2,2,4,8,1,Loyal Customers
52866,43.0,3.0,167.57,0,3,4,3,10,1,Loyal Customers
52867,43.0,2.0,150.0,0,3,2,2,7,1,Loyal Customers
52868,45.0,2.0,136.02,1,5,2,1,8,1,Loyal Customers
52869,43.0,16.0,229.53,0,3,5,5,13,2,Champions
52870,44.0,3.0,147.88,0,4,4,2,10,1,Loyal Customers
52871,43.0,2.0,164.29,0,3,2,3,8,1,Loyal Customers
52872,43.0,2.0,148.11,0,3,2,2,7,1,Loyal Customers
52873,43.0,2.0,156.4,1,3,2,3,8,1,Loyal Customers
52874,43.0,2.0,161.9,0,3,2,3,8,1,Loyal Customers
52875,42.0,2.0,169.5,0,2,2,3,7,1,Loyal Customers
52876,39.0,2.0,152.56,0,2,2,2,6,3,Champions
52877,36.0,10.0,315.33,0,1,5,5,11,2,Champions
52878,30.0,3.0,312.22,0,1,4,5,10,0,Champions
52879,43.0,2.0,220.47,0,3,2,5,10,0,Champions
52880,45.0,2.0,262.34,0,5,2,5,12,0,Champions
52881,36.0,12.0,324.99,0,1,5,5,11,2,Champions
52882,42.0,2.0,147.79,0,2,2,2,6,1,Loyal Customers
52883,44.0,2.0,184.16,1,4,2,4,10,1,Loyal Customers
52884,43.0,3.0,145.89,0,3,4,2,9,1,Loyal Customers
52885,37.0,12.0,292.92,0,1,5,5,11,2,Champions
52886,38.0,2.0,160.64,0,1,2,3,6,3,Champions
52887,43.0,2.0,169.25,0,3,2,3,8,1,Loyal Customers
52888,43.0,2.0,177.65,0,3,2,4,9,1,Loyal Customers
52889,45.0,2.0,190.53,0,5,2,4,11,1,Loyal Customers
52890,38.0,2.0,187.61,0,1,2,4,7,3,Champions
52891,45.0,3.0,167.98,0,5,4,3,12,1,Loyal Customers
52892,38.0,2.0,193.04,0,1,2,4,7,3,Champions
52893,45.0,3.0,163.15,0,5,4,3,12,1,Loyal Customers
52894,38.0,4.0,152.41,0,1,5,2,8,3,Champions
52895,45.0,2.0,191.73,1,5,2,4,11,1,Loyal Customers
52896,36.0,2.0,201.39,1,1,2,4,7,3,Champions
52897,43.0,3.0,148.28,0,3,4,2,9,1,Loyal Customers
52898,38.0,2.0,146.53,0,1,2,2,5,3,Champions
52899,43.0,2.0,173.76,0,3,2,4,9,1,Loyal Customers
52900,43.0,2.0,218.96,0,3,2,5,10,0,Champions
52901,43.0,10.0,229.0,1,3,5,5,13,2,Champions
52902,43.0,6.0,209.74,0,3,5,5,13,0,Champions
52903,43.0,2.0,224.81,0,3,2,5,10,0,Champions
52904,38.0,2.0,249.9,0,1,2,5,8,0,Champions
52905,41.0,2.0,151.57,1,2,2,2,6,1,Loyal Customers
52906,45.0,2.0,260.91,0,5,2,5,12,0,Champions
52907,44.0,2.0,191.96,1,4,2,4,10,1,Loyal Customers
52908,40.0,2.0,145.58,1,2,2,2,6,3,Champions
52909,43.0,13.0,213.65,0,3,5,5,13,2,Champions
52910,40.0,2.0,184.4,0,2,2,4,8,3,Champions
52911,38.0,4.0,184.14,0,1,5,4,10,3,Champions
52912,44.0,2.0,151.22,0,4,2,2,8,1,Loyal Customers
52913,38.0,2.0,246.85,0,1,2,5,8,0,Champions
52914,43.0,6.0,231.09,0,3,5,5,13,0,Champions
52915,41.0,2.0,168.45,0,2,2,3,7,1,Loyal Customers
52916,45.0,2.0,146.77,0,5,2,2,9,1,Loyal Customers
52917,37.0,6.0,25.0,0,1,5,1,7,3,Champions
52918,44.0,5.0,204.18,0,4,5,4,13,1,Loyal Customers
52919,43.0,2.0,212.89,0,3,2,5,10,0,Champions
52920,44.0,2.0,148.89,1,4,2,2,8,1,Loyal Customers
52921,43.0,3.0,157.12,0,3,4,3,10,1,Loyal Customers
52922,30.0,12.0,317.32,0,1,5,5,11,2,Champions
52923,43.0,3.0,147.67,0,3,4,2,9,1,Loyal Customers
52924,39.0,2.0,320.17,0,2,2,5,9,0,Champions
52925,41.0,2.0,149.36,1,2,2,2,6,1,Loyal Customers
52926,36.0,2.0,285.64,0,1,2,5,8,0,Champions
52927,38.0,2.0,152.07,1,1,2,2,5,3,Champions
52928,33.0,16.0,315.68,0,1,5,5,11,2,Champions
52929,43.0,2.0,164.31,0,3,2,3,8,1,Loyal Customers
52930,43.0,2.0,162.3,1,3,2,3,8,1,Loyal Customers
52931,43.0,2.0,147.32,0,3,2,2,7,1,Loyal Customers
52932,43.0,3.0,169.65,0,3,4,3,10,1,Loyal Customers
52933,45.0,2.0,155.72,0,5,2,3,10,1,Loyal Customers
52934,38.0,5.0,158.19,0,1,5,3,9,3,Champions
52935,38.0,2.0,317.02,0,1,2,5,8,0,Champions
52936,43.0,3.0,261.75,0,3,4,5,12,0,Champions
52937,43.0,2.0,154.11,0,3,2,3,8,1,Loyal Customers
52938,36.0,6.0,184.57,0,1,5,4,10,3,Champions
52939,43.0,2.0,164.2,0,3,2,3,8,1,Loyal Customers
52940,43.0,2.0,189.34,0,3,2,4,9,1,Loyal Customers
52941,43.0,2.0,225.48,1,3,2,5,10,0,Champions
52942,37.0,2.0,234.38,0,1,2,5,8,0,Champions
52943,40.0,2.0,148.4,0,2,2,2,6,3,Champions
52944,43.0,2.0,190.45,0,3,2,4,9,1,Loyal Customers
52945,43.0,2.0,194.31,0,3,2,4,9,1,Loyal Customers
52946,43.0,2.0,173.98,0,3,2,4,9,1,Loyal Customers
52947,37.0,8.0,150.93,0,1,5,2,8,2,Champions
52948,36.0,4.0,319.36,0,1,5,5,11,0,Champions
52949,45.0,2.0,152.23,0,5,2,2,9,1,Loyal Customers
52950,41.0,2.0,159.79,1,2,2,3,7,1,Loyal Customers
52951,42.0,2.0,152.94,0,2,2,2,6,1,Loyal Customers
52952,40.0,8.0,177.49,0,2,5,4,11,2,Champions
52953,41.0,2.0,146.76,0,2,2,2,6,1,Loyal Customers
52954,38.0,8.0,293.72,0,1,5,5,11,2,Champions
52955,45.0,2.0,159.85,1,5,2,3,10,1,Loyal Customers
52956,45.0,2.0,191.44,0,5,2,4,11,1,Loyal Customers
52957,37.0,8.0,180.82,0,1,5,4,10,2,Champions
52958,40.0,2.0,165.0,0,2,2,3,7,3,Champions
52959,35.0,2.0,259.96,0,1,2,5,8,0,Champions
52960,34.0,11.0,157.1,0,1,5,3,9,2,Champions
52961,32.0,5.0,315.45,0,1,5,5,11,0,Champions
52962,36.0,2.0,243.49,1,1,2,5,8,0,Champions
52963,41.0,2.0,145.7,0,2,2,2,6,1,Loyal Customers
52964,44.0,2.0,190.02,0,4,2,4,10,1,Loyal Customers
52965,45.0,2.0,157.3,0,5,2,3,10,1,Loyal Customers
52966,43.0,2.0,261.03,0,3,2,5,10,0,Champions
52967,43.0,2.0,244.96,0,3,2,5,10,0,Champions
52968,38.0,8.0,181.05,0,1,5,4,10,2,Champions
52969,41.0,2.0,188.97,0,2,2,4,8,1,Loyal Customers
52970,39.0,2.0,316.44,0,2,2,5,9,0,Champions
52971,42.0,2.0,300.84,0,2,2,5,9,0,Champions
52972,39.0,12.0,174.07,0,2,5,4,11,2,Champions
52973,36.0,2.0,170.54,0,1,3,3,7,3,Champions
52974,37.0,2.0,179.15,0,1,3,4,8,3,Champions
52975,42.0,4.0,172.41,0,2,5,3,10,1,Loyal Customers
52976,38.0,6.0,146.15,0,1,5,2,8,3,Champions
52977,45.0,2.0,156.61,1,5,3,3,11,1,Loyal Customers
52978,43.0,2.0,182.45,0,3,3,4,10,1,Loyal Customers
52979,43.0,2.0,148.73,1,3,3,2,8,1,Loyal Customers
52980,43.0,2.0,158.1,0,3,3,3,9,1,Loyal Customers
52981,43.0,2.0,311.65,0,3,3,5,11,0,Champions
52982,38.0,8.0,169.85,0,1,5,3,9,2,Champions
52983,43.0,3.0,152.89,0,3,4,2,9,1,Loyal Customers
52984,41.0,8.0,183.28,1,2,5,4,11,2,Champions
52985,43.0,2.0,148.26,0,3,3,2,8,1,Loyal Customers
52986,37.0,2.0,260.25,0,1,3,5,9,0,Champions
52987,45.0,2.0,139.2,1,5,3,1,9,1,Loyal Customers
52988,36.0,7.0,205.2,0,1,5,4,10,2,Champions
52989,45.0,2.0,161.88,0,5,3,3,11,1,Loyal Customers
52990,43.0,2.0,179.82,0,3,3,4,10,1,Loyal Customers
52991,41.0,2.0,285.15,0,2,3,5,10,0,Champions
52992,45.0,2.0,137.0,0,5,3,1,9,1,Loyal Customers
52993,38.0,2.0,181.61,0,1,3,4,8,3,Champions
52994,38.0,8.0,194.29,0,1,5,4,10,2,Champions
52995,43.0,4.0,221.13,0,3,5,5,13,0,Champions
52996,37.0,2.0,181.74,0,1,3,4,8,3,Champions
52997,37.0,5.0,179.84,0,1,5,4,10,3,Champions
52998,44.0,2.0,245.61,0,4,3,5,12,0,Champions
52999,43.0,2.0,181.6,0,3,3,4,10,1,Loyal Customers
53000,42.0,2.0,173.21,0,2,3,4,9,1,Loyal Customers
53001,45.0,2.0,189.1,0,5,3,4,12,1,Loyal Customers
53002,34.0,10.0,177.1,0,1,5,4,10,2,Champions
53003,43.0,3.0,151.95,0,3,4,2,9,1,Loyal Customers
53004,37.0,2.0,243.78,0,1,3,5,9,0,Champions
53005,35.0,12.0,295.68,0,1,5,5,11,2,Champions
53006,38.0,2.0,149.55,0,1,3,2,6,3,Champions
53007,38.0,2.0,264.64,0,1,3,5,9,0,Champions
53008,38.0,8.0,174.41,1,1,5,4,10,2,Champions
53009,43.0,2.0,149.78,0,3,3,2,8,1,Loyal Customers
53010,36.0,12.0,177.28,0,1,5,4,10,2,Champions
53011,41.0,2.0,169.78,0,2,3,3,8,1,Loyal Customers
53012,38.0,2.0,200.47,0,1,3,4,8,3,Champions
53013,38.0,2.0,175.55,0,1,3,4,8,3,Champions
53014,43.0,3.0,159.64,1,3,4,3,10,1,Loyal Customers
53015,36.0,2.0,182.75,0,1,3,4,8,3,Champions
53016,43.0,9.0,214.43,0,3,5,5,13,2,Champions
53017,42.0,14.0,317.72,0,2,5,5,12,2,Champions
53018,45.0,2.0,177.38,1,5,3,4,12,1,Loyal Customers
53019,44.0,2.0,171.82,0,4,3,3,10,1,Loyal Customers
53020,44.0,2.0,308.0,0,4,3,5,12,0,Champions
53021,45.0,2.0,177.57,0,5,3,4,12,1,Loyal Customers
53022,41.0,2.0,188.49,0,2,3,4,9,1,Loyal Customers
53023,42.0,2.0,173.69,0,2,3,4,9,1,Loyal Customers
53024,43.0,2.0,224.85,0,3,3,5,11,0,Champions
53025,37.0,10.0,161.97,0,1,5,3,9,2,Champions
53026,43.0,2.0,199.57,0,3,3,4,10,1,Loyal Customers
53027,38.0,2.0,146.19,1,1,3,2,6,3,Champions
53028,43.0,3.0,164.83,0,3,4,3,10,1,Loyal Customers
53029,43.0,2.0,186.18,0,3,3,4,10,1,Loyal Customers
53030,38.0,2.0,187.14,0,1,3,4,8,3,Champions
53031,41.0,2.0,188.47,0,2,3,4,9,1,Loyal Customers
53032,36.0,2.0,240.1,0,1,3,5,9,0,Champions
53033,35.0,5.0,196.43,0,1,5,4,10,3,Champions
53034,38.0,2.0,207.68,0,1,3,4,8,3,Champions
53035,32.0,2.0,205.95,0,1,3,4,8,3,Champions
53036,43.0,2.0,154.04,0,3,3,3,9,1,Loyal Customers
53037,43.0,2.0,185.32,0,3,3,4,10,1,Loyal Customers
53038,45.0,2.0,154.76,0,5,3,3,11,1,Loyal Customers
53039,45.0,2.0,284.92,0,5,3,5,13,0,Champions
53040,43.0,2.0,171.49,0,3,3,3,9,1,Loyal Customers
53041,45.0,2.0,151.96,0,5,3,2,10,1,Loyal Customers
53042,38.0,2.0,148.7,0,1,3,2,6,3,Champions
53043,45.0,2.0,250.04,0,5,3,5,13,0,Champions
53044,38.0,7.0,184.74,0,1,5,4,10,2,Champions
53045,43.0,3.0,172.36,0,3,4,3,10,1,Loyal Customers
53046,38.0,8.0,177.96,0,1,5,4,10,2,Champions
53047,45.0,2.0,192.81,0,5,3,4,12,1,Loyal Customers
53048,43.0,2.0,146.74,1,3,3,2,8,1,Loyal Customers
53049,45.0,2.0,191.53,0,5,3,4,12,1,Loyal Customers
53050,43.0,2.0,221.99,0,3,3,5,11,0,Champions
53051,43.0,2.0,192.55,0,3,3,4,10,1,Loyal Customers
53052,38.0,2.0,147.13,0,1,3,2,6,3,Champions
53053,43.0,3.0,151.1,0,3,4,2,9,1,Loyal Customers
53054,45.0,2.0,153.51,1,5,3,2,10,1,Loyal Customers
53055,42.0,2.0,159.52,0,2,3,3,8,1,Loyal Customers
53056,45.0,2.0,177.58,0,5,3,4,12,1,Loyal Customers
